title,studio,domestic_gross,foreign_gross,year,total_gross,title_norm
Battle: Los Angeles,Sony,83600000.0,128300000.0,2011,211900000.0,battle los angeles
Horrible Bosses,WB (NL),117500000.0,92100000.0,2011,209600000.0,horrible bosses
Paranormal Activity 3,Par.,104000000.0,103000000.0,2011,207000000.0,paranormal activity 3
Gnomeo and Juliet,BV,100000000.0,94000000.0,2011,194000000.0,gnomeo and juliet
Mr. Popper's Penguins,Fox,68200000.0,119100000.0,2011,187300000.0,mr poppers penguins
Hugo,Par.,73900000.0,111900000.0,2011,185800000.0,hugo
The Lion King (in 3D),BV,94200000.0,91300000.0,2011,185500000.0,the lion king
Hop,Uni.,108100000.0,75900000.0,2011,184000000.0,hop
War Horse,BV,79900000.0,97700000.0,2011,177600000.0,war horse
The Descendants,FoxS,82600000.0,94700000.0,2011,177300000.0,the descendants
Cowboys & Aliens,Uni.,100200000.0,74600000.0,2011,174800000.0,cowboys aliens
In Time,Fox,37500000.0,136400000.0,2011,173900000.0,in time
Zookeeper,Sony,80400000.0,89500000.0,2011,169900000.0,zookeeper
The Muppets,BV,88600000.0,76600000.0,2011,165200000.0,the muppets
Limitless,Rela.,79200000.0,82600000.0,2011,161800000.0,limitless
Johnny English Reborn,Uni.,8300000.0,151800000.0,2011,160100000.0,johnny english reborn
Final Destination 5,WB (NL),42600000.0,115300000.0,2011,157900000.0,final destination 5
Tower Heist,Uni.,78000000.0,74900000.0,2011,152900000.0,tower heist
Midnight in Paris,SPC,56800000.0,94300000.0,2011,151100000.0,midnight in paris
Happy Feet Two,WB,64000000.0,86400000.0,2011,150400000.0,happy feet two
I Am Number Four,BV,55100000.0,94800000.0,2011,149900000.0,i am number four
Jack and Jill,Sony,74200000.0,75500000.0,2011,149700000.0,jack and jill
Friends with Benefits,SGem,55800000.0,93700000.0,2011,149500000.0,friends with benefits
No Strings Attached,Par.,70700000.0,78600000.0,2011,149300000.0,no strings attached
Arthur Christmas,Sony,46500000.0,101000000.0,2011,147500000.0,arthur christmas
Source Code,Sum.,54700000.0,92600000.0,2011,147300000.0,source code
"Crazy, Stupid, Love.",WB,84400000.0,58500000.0,2011,142900000.0,crazy stupid love
New Year's Eve,WB (NL),54500000.0,87500000.0,2011,142000000.0,new years eve
Contagion,WB,75700000.0,59800000.0,2011,135500000.0,contagion
The Artist,Wein.,44700000.0,88800000.0,2011,133500000.0,the artist
The Three Musketeers (2011),Sum.,20400000.0,111900000.0,2011,132300000.0,the three musketeers
Unknown,WB,63700000.0,67099999.0,2011,130799999.0,unknown
The Adjustment Bureau,Uni.,62500000.0,65400000.0,2011,127900000.0,the adjustment bureau
We Bought a Zoo,Fox,75600000.0,44500000.0,2011,120100000.0,we bought a zoo
Water for Elephants,Fox,58700000.0,58400000.0,2011,117100000.0,water for elephants
The Iron Lady,Wein.,30000000.0,84900000.0,2011,114900000.0,the iron lady
Moneyball,Sony,75600000.0,34600000.0,2011,110200000.0,moneyball
Sanctum,Uni.,23200000.0,85400000.0,2011,108600000.0,sanctum
Justin Bieber: Never Say Never,Par.,73000000.0,26000000.0,2011,99000000.0,justin bieber never say never
Paul,Uni.,37400000.0,60600000.0,2011,98000000.0,paul
Scream 4,W/Dim.,38200000.0,59000000.0,2011,97200000.0,scream 4
Insidious,FD,54000000.0,43000000.0,2011,97000000.0,insidious
The Rite,WB (NL),33000000.0,63000000.0,2011,96000000.0,the rite
Dolphin Tale,WB,72300000.0,23100000.0,2011,95400000.0,dolphin tale
Season of the Witch,Rela.,24800000.0,66800000.0,2011,91600000.0,season of the witch
Sucker Punch,WB,36400000.0,53400000.0,2011,89800000.0,sucker punch
Red Riding Hood,WB,37700000.0,51500000.0,2011,89200000.0,red riding hood
Spy Kids: All the Time in the World,W/Dim.,38500000.0,47000000.0,2011,85500000.0,spy kids all the time in the world
J. Edgar,WB,37300000.0,47600000.0,2011,84900000.0,j edgar
Hall Pass,WB (NL),45100000.0,38100000.0,2011,83200000.0,hall pass
"Big Mommas: Like Father, Like Son",Fox,37900000.0,44800000.0,2011,82700000.0,big mommas like father like son
Abduction,LGF,28100000.0,54000000.0,2011,82100000.0,abduction
"Tinker, Tailor, Soldier, Spy",Focus,24100000.0,56500000.0,2011,80600000.0,tinker tailor soldier spy
Priest,SGem,29100000.0,49200000.0,2011,78300000.0,priest
Drive (2011),FD,35100000.0,41100000.0,2011,76200000.0,drive
The Mechanic,CBS,29100000.0,47000000.0,2011,76100000.0,the mechanic
The Ides of March,Sony,41000000.0,35000000.0,2011,76000000.0,the ides of march
The Change-Up,Uni.,37100000.0,38400000.0,2011,75500000.0,the changeup
The Lincoln Lawyer,LGF,58000000.0,17000000.0,2011,75000000.0,the lincoln lawyer
Diary of a Wimpy Kid: Rodrick Rules,Fox,52700000.0,19700000.0,2011,72400000.0,diary of a wimpy kid rodrick rules
Larry Crowne,Uni.,35600000.0,36400000.0,2011,72000000.0,larry crowne
The Dilemma,Uni.,48500000.0,21200000.0,2011,69700000.0,the dilemma
The Darkest Hour,Sum.,21400000.0,43200000.0,2011,64600000.0,the darkest hour
Hanna,Focus,40300000.0,23500000.0,2011,63800000.0,hanna
Footloose (2011),Par.,51800000.0,11700000.0,2011,63500000.0,footloose
Elite Squad: The Enemy Within,Vari.,100000.0,62900000.0,2011,63000000.0,elite squad the enemy within
Colombiana,TriS,36700000.0,24300000.0,2011,61000000.0,colombiana
Something Borrowed,WB,39000000.0,21100000.0,2011,60100000.0,something borrowed
One Day,Focus,13800000.0,45500000.0,2011,59300000.0,one day
Beginning of the Great Revival,CL,151000.0,58200000.0,2011,58351000.0,beginning of the great revival
Killer Elite,ORF,25100000.0,31300000.0,2011,56400000.0,killer elite
Extremely Loud & Incredibly Close,WB,31800000.0,23400000.0,2011,55200000.0,extremely loud incredibly close
The Tree of Life,FoxS,13300000.0,41000000.0,2011,54300000.0,the tree of life
Tyler Perry's Madea's Big Happy Family,LGF,53300000.0,816000.0,2011,54116000.0,tyler perrys madeas big happy family
Detective Dee and the Mystery of the Phantom Flame,IM,460000.0,51300000.0,2011,51760000.0,detective dee and the mystery of the phantom flame
Winnie the Pooh,BV,26700000.0,23200000.0,2011,49900000.0,winnie the pooh
Conan the Barbarian (2011),LGF,21300000.0,27500000.0,2011,48800000.0,conan the barbarian
Soul Surfer,TriS,43900000.0,3200000.0,2011,47100000.0,soul surfer
War of the Arrows,CJ,251000.0,45800000.0,2011,46051000.0,war of the arrows
Arthur (2011),WB,33000000.0,12700000.0,2011,45700000.0,arthur
The Debt,Focus,31200000.0,14500000.0,2011,45700000.0,the debt
Beastly,CBS,27900000.0,15300000.0,2011,43200000.0,beastly
Of Gods and Men,SPC,4000000.0,38200000.0,2011,42200000.0,of gods and men
Born to Be Wild (IMAX),WB,25900000.0,15600000.0,2011,41500000.0,born to be wild
Evangelion 2.0: You Can (Not) Advance,Elev.,134000.0,41000000.0,2011,41134000.0,evangelion 20 you can advance
Fright Night (2011),BV,18300000.0,22700000.0,2011,41000000.0,fright night
30 Minutes or Less,Sony,37100000.0,3500000.0,2011,40600000.0,30 minutes or less
The Roommate,SGem,37300000.0,3200000.0,2011,40500000.0,the roommate
Shark Night 3D,Rela.,18900000.0,21300000.0,2011,40200000.0,shark night 3d
Monte Carlo,Fox,23200000.0,16500000.0,2011,39700000.0,monte carlo
50/50,Sum.,35000000.0,4200000.0,2011,39200000.0,5050
Mars Needs Moms,BV,21400000.0,17600000.0,2011,39000000.0,mars needs moms
Dream House,Uni.,21300000.0,17200000.0,2011,38500000.0,dream house
Jumping the Broom,TriS,37300000.0,415000.0,2011,37715000.0,jumping the broom
Don't Be Afraid of the Dark,FD,24000000.0,12900000.0,2011,36900000.0,dont be afraid of the dark
RA One,Eros,2500000.0,33400000.0,2011,35900000.0,ra one
A Very Harold & Kumar 3D Christmas,WB,35100000.0,326000.0,2011,35426000.0,a very harold kumar 3d christmas
My Week with Marilyn,Wein.,14600000.0,20500000.0,2011,35100000.0,my week with marilyn
The Sitter,Fox,30400000.0,4500000.0,2011,34900000.0,the sitter
Jane Eyre,Focus,11200000.0,23500000.0,2011,34700000.0,jane eyre
Courageous,TriS,34500000.0,18700000.0,2011,53200000.0,courageous
Shaolin,Vari.,66100.0,33600000.0,2011,33666100.0,shaolin
African Cats,BV,15400000.0,15400000.0,2011,30800000.0,african cats
The Skin I Live In,SPC,3200000.0,27700000.0,2011,30900000.0,the skin i live in
I Don't Know How She Does It,Wein.,9700000.0,20900000.0,2011,30600000.0,i dont know how she does it
What's Your Number?,Fox,14000000.0,16399999.0,2011,30399999.0,whats your number
Drive Angry,Sum.,10700000.0,18200000.0,2011,28900000.0,drive angry
Carnage (2011),SPC,2500000.0,25100000.0,2011,27600000.0,carnage
A Dangerous Method,SPC,5700000.0,21800000.0,2011,27500000.0,a dangerous method
The Thing (2011),Uni.,16900000.0,10500000.0,2011,27400000.0,the thing
The Eagle,Focus,19500000.0,7600000.0,2011,27100000.0,the eagle
Legend of the Fist: The Return of Chen Zhen,Vari.,50400.0,26500000.0,2011,26550400.0,legend of the fist the return of chen zhen
Apollo 18,W/Dim.,17700000.0,7900000.0,2011,25600000.0,apollo 18
Biutiful,RAtt.,5100000.0,20000000.0,2011,25100000.0,biutiful
Your Highness,Uni.,21600000.0,3300000.0,2011,24900000.0,your highness
Our Idiot Brother,Wein.,24800000.0,18700000.0,2011,43500000.0,our idiot brother
The Rum Diary,FD,13100000.0,10800000.0,2011,23900000.0,the rum diary
The Women on the 6th Floor,Strand,720000.0,22500000.0,2011,23220000.0,the women on the 6th floor
Potiche,MBox,1600000.0,21600000.0,2011,23200000.0,potiche
Warrior,LGF,13700000.0,9400000.0,2011,23100000.0,warrior
Young Adult,Par.,16300000.0,6600000.0,2011,22900000.0,young adult
Sarah's Key,Wein.,7700000.0,13400000.0,2011,21100000.0,sarahs key
The Way Back,NM,2700000.0,17600000.0,2011,20300000.0,the way back
A Separation,SPC,7100000.0,12800000.0,2011,19900000.0,a separation
The Guard,SPC,5400000.0,14200000.0,2011,19600000.0,the guard
Margin Call,RAtt.,5400000.0,14200000.0,2011,19600000.0,margin call
Glee The 3D Concert Movie,Fox,11900000.0,6800000.0,2011,18700000.0,glee the 3d concert movie
Shame,FoxS,3900000.0,13800000.0,2011,17700000.0,shame
13 Assassins,Magn.,803000.0,16800000.0,2011,17603000.0,13 assassins
Hoodwinked Too! Hood vs. Evil,Wein.,10100000.0,6800000.0,2011,16900000.0,hoodwinked too hood vs evil
The Heir Apparent: Largo Winch,MBox,10400.0,16900000.0,2011,16910400.0,the heir apparent largo winch
The Last Godfather,RAtt.,164000.0,16600000.0,2011,16764000.0,the last godfather
Delhi Belly,UTV,1500000.0,15200000.0,2011,16700000.0,delhi belly
Melancholia,Magn.,3000000.0,12900000.0,2011,15900000.0,melancholia
Judy Moody and the NOT Bummer Summer,Rela.,15000000.0,678000.0,2011,15678000.0,judy moody and the not bummer summer
The Conspirator,RAtt.,11500000.0,3900000.0,2011,15400000.0,the conspirator
Anonymous,Sony,4500000.0,10900000.0,2011,15400000.0,anonymous
Ip Man 2: Legend of the Grandmaster,Vari.,206000.0,14900000.0,2011,15106000.0,ip man 2 legend of the grandmaster
The Housemaid,IFC,158000.0,14600000.0,2011,14758000.0,the housemaid
Desert Flower,NGE,44300.0,14600000.0,2011,14644300.0,desert flower
Pina,IFC,3500000.0,11100000.0,2011,14600000.0,pina
Beginners,Focus,5800000.0,8500000.0,2011,14300000.0,beginners
My Afternoons with Margueritte,Cohen,667000.0,13600000.0,2011,14267000.0,my afternoons with margueritte
I Saw the Devil,Magn.,129000.0,12600000.0,2011,12729000.0,i saw the devil
The Hedgehog,NeoC,708000.0,12000000.0,2011,12708000.0,the hedgehog
Gainsbourg: A Heroic Life,MBox,233000.0,12000000.0,2011,12233000.0,gainsbourg a heroic life
The Warring States,CL,69000.0,11800000.0,2011,11869000.0,the warring states
What Women Want (Wo Zhi Nu Run Xin),CL,124000.0,11700000.0,2011,11824000.0,what women want
Snow Flower and the Secret Fan,FoxS,1300000.0,10000000.0,2011,11300000.0,snow flower and the secret fan
Win Win,FoxS,10200000.0,652000.0,2011,10852000.0,win win
Flying Monsters,NGE,5700000.0,5100000.0,2011,10800000.0,flying monsters
City of Life and Death,Kino,123000.0,10600000.0,2011,10723000.0,city of life and death
Le Havre,Jan.,612000.0,9900000.0,2011,10512000.0,le havre
Straw Dogs (2011),SGem,10300000.0,18700000.0,2011,29000000.0,straw dogs
Prom,BV,10100000.0,18700000.0,2011,28800000.0,prom
In a Better World,SPC,1000000.0,8600000.0,2011,9600000.0,in a better world
Trespass (2011),MNE,24100.0,9600000.0,2011,9624100.0,trespass
Saving Private Perez,LGF,1400000.0,7900000.0,2011,9300000.0,saving private perez
Point Blank,Magn.,708000.0,8500000.0,2011,9208000.0,point blank
Winter in Wartime,SPC,543000.0,8700000.0,2011,9243000.0,winter in wartime
Barney's Version (U.S. only),SPC,4400000.0,4000000.0,2011,8400000.0,barneys version
Outrage (2011),Magn.,44700.0,8400000.0,2011,8444700.0,outrage
Senna,PDA,1600000.0,6600000.0,2011,8200000.0,senna
Last Night,Trib.,99000.0,7600000.0,2011,7699000.0,last night
The Big Year,Fox,7200000.0,244000.0,2011,7444000.0,the big year
The Beaver,Sum.,971000.0,6300000.0,2011,7271000.0,the beaver
Take Me Home Tonight,Rela.,6900000.0,18700000.0,2011,25600000.0,take me home tonight
Cedar Rapids,FoxS,6900000.0,18700000.0,2011,25600000.0,cedar rapids
The Princess of Montpensier,IFC,352000.0,6400000.0,2011,6752000.0,the princess of montpensier
Cave of Forgotten Dreams,IFC,5300000.0,1200000.0,2011,6500000.0,cave of forgotten dreams
Sex and Zen 3D: Extreme Ecstasy,CL,153000.0,6200000.0,2011,6353000.0,sex and zen 3d extreme ecstasy
We Need to Talk About Kevin,Osci.,1700000.0,4300000.0,2011,6000000.0,we need to talk about kevin
Attack the Block,SGem,1000000.0,4800000.0,2011,5800000.0,attack the block
Even the Rain,Vita.,518000.0,5300000.0,2011,5818000.0,even the rain
Young Goethe in Love,MBox,162000.0,5600000.0,2011,5762000.0,young goethe in love
11-11-11,Rocket,32800.0,5700000.0,2011,5732800.0,111111
Certified Copy,IFC,1400000.0,4099999.0,2011,5499999.0,certified copy
Thank You (2011),UTV,464000.0,5000000.0,2011,5464000.0,thank you
The Company Men,Wein.,4400000.0,441000.0,2011,4841000.0,the company men
Tucker & Dale Vs. Evil,Magn.,224000.0,4500000.0,2011,4724000.0,tucker dale vs evil
London Boulevard,IFC,16100.0,4600000.0,2011,4616100.0,london boulevard
Dylan Dog: Dead of Night,OMNI/FSR,1200000.0,3400000.0,2011,4600000.0,dylan dog dead of night
The Names of Love,MBox,514000.0,4099999.0,2011,4613999.0,the names of love
The Way,PDA,4400000.0,18700000.0,2011,23100000.0,the way
Burke and Hare,IFC,4800.0,4300000.0,2011,4304800.0,burke and hare
King of Devil's Island,FM,7600.0,4200000.0,2011,4207600.0,king of devils island
Bride Flight,MBox,501000.0,3700000.0,2011,4201000.0,bride flight
Trollhunter,Magn.,253000.0,3900000.0,2011,4153000.0,trollhunter
Buck,IFC,4000000.0,18700000.0,2011,22700000.0,buck
Carancho,Strand,85500.0,3900000.0,2011,3985500.0,carancho
Like Crazy,ParV,3400000.0,336000.0,2011,3736000.0,like crazy
The Double,Imag.,138000.0,3600000.0,2011,3738000.0,the double
Don 2,Relbig.,3700000.0,18700000.0,2011,22400000.0,don 2
Love Crime,IFC,540000.0,3100000.0,2011,3640000.0,love crime
Incendies (U.S. only),SPC,2100000.0,1500000.0,2011,3600000.0,incendies
Martha Marcy May Marlene,FoxS,3000000.0,548000.0,2011,3548000.0,martha marcy may marlene
Fireflies in the Garden,Unknown,70600.0,3300000.0,2011,3370600.0,fireflies in the garden
The King's Speech (PG-13),Wein.,3300000.0,18700000.0,2011,22000000.0,the kings speech
Machine Gun Preacher,Rela.,539000.0,2800000.0,2011,3339000.0,machine gun preacher
The Last Circus,Magn.,40500.0,3200000.0,2011,3240500.0,the last circus
From Prada to Nada,LGF,3000000.0,123000.0,2011,3123000.0,from prada to nada
Flypaper,IFC,5000.0,3100000.0,2011,3105000.0,flypaper
Zindagi Na Milegi Dobara,Eros,3100000.0,18700000.0,2011,21800000.0,zindagi na milegi dobara
Take Shelter,SPC,1700000.0,1400000.0,2011,3100000.0,take shelter
The Greatest Miracle,KKM,555000.0,2500000.0,2011,3055000.0,the greatest miracle
Rapt,Lorb.,45800.0,2900000.0,2011,2945800.0,rapt
Pastorela,LGF,161000.0,2700000.0,2011,2861000.0,pastorela
The Double Hour,Gold.,1500000.0,1200000.0,2011,2700000.0,the double hour
Everything Must Go,RAtt.,2700000.0,18700000.0,2011,21400000.0,everything must go
3 (2011),Strand,60000.0,2600000.0,2011,2660000.0,3
Oranges and Sunshine,Cohen,143000.0,2400000.0,2011,2543000.0,oranges and sunshine
Ong Bak 3,Magn.,14900.0,2300000.0,2011,2314900.0,ong bak 3
Poetry,Kino,356000.0,1900000.0,2011,2256000.0,poetry
The Tree,Zeit.,71200.0,2100000.0,2011,2171200.0,the tree
"The Butcher, the Chef and the Swordsman",CL,47900.0,2000000.0,2011,2047900.0,the butcher the chef and the swordsman
The Trip (2011),IFC,2000000.0,18700000.0,2011,20700000.0,the trip
Armadillo,Lorb.,14600.0,2000000.0,2011,2014600.0,armadillo
Bodyguard,Relbig.,1800000.0,18700000.0,2011,20500000.0,bodyguard
Brighton Rock,IFC,230000.0,1600000.0,2011,1830000.0,brighton rock
A Somewhat Gentle Man,Strand,37700.0,1800000.0,2011,1837700.0,a somewhat gentle man
The Topp Twins: Untouchable Girls,Argo.,29300.0,1800000.0,2011,1829300.0,the topp twins untouchable girls
Another Earth,FoxS,1300000.0,456000.0,2011,1756000.0,another earth
A Better Life,Sum.,1800000.0,18700000.0,2011,20500000.0,a better life
Chalet Girl,IFC,1700.0,1700000.0,2011,1701700.0,chalet girl
Yamla Pagla Deewana,Eros,993000.0,600000.0,2011,1593000.0,yamla pagla deewana
Bill Cunningham New York,Zeit.,1500000.0,18700000.0,2011,20200000.0,bill cunningham new york
The Art of Getting By,FoxS,1400000.0,18700000.0,2011,20100000.0,the art of getting by
The Devil's Double,LGF,1400000.0,18700000.0,2011,20100000.0,the devils double
Uncle Boonmee Who Can Recall His Past Lives,Strand,184000.0,946000.0,2011,1130000.0,uncle boonmee who can recall his past lives
The Whistleblower,Gold.,1100000.0,18700000.0,2011,19800000.0,the whistleblower
Red State,SMod,1100000.0,18700000.0,2011,19800000.0,red state
London River,Libre,7200.0,1100000.0,2011,1107200.0,london river
Desi Boyz,Eros,1100000.0,18700000.0,2011,19800000.0,desi boyz
When We Leave (Die Fremde),Olive,19600.0,1100000.0,2011,1119600.0,when we leave
There Be Dragons,Gold.,1100000.0,18700000.0,2011,19800000.0,there be dragons
Vanishing on 7th Street,Magn.,22700.0,1000000.0,2011,1022700.0,vanishing on 7th street
Page One: A Year Inside the New York Times,Magn.,1100000.0,18700000.0,2011,19800000.0,page one a year inside the new york times
The Time That Remains,IFC,32900.0,1000000.0,2011,1032900.0,the time that remains
Rockstar (2011),Eros,987000.0,18700000.0,2011,19687000.0,rockstar
Meek's Cutoff,Osci.,978000.0,18700000.0,2011,19678000.0,meeks cutoff
Texas Killing Fields,Anch.,45500.0,912000.0,2011,957500.0,texas killing fields
Ready,Eros,955000.0,18700000.0,2011,19655000.0,ready
Miral,Wein.,373000.0,527000.0,2011,900000.0,miral
Submarine,Wein.,468000.0,397000.0,2011,865000.0,submarine
Higher Ground,SPC,842000.0,18700000.0,2011,19542000.0,higher ground
Mozart's Sister,MBox,708000.0,132000.0,2011,840000.0,mozarts sister
Plastic Planet,FRun,3200.0,836000.0,2011,839200.0,plastic planet
Chillar Party,UTV,6300.0,826000.0,2011,832300.0,chillar party
Mausam,Eros,728000.0,18700000.0,2011,19428000.0,mausam
The First Grader,NGE,332000.0,382000.0,2011,714000.0,the first grader
Hobo With a Shotgun,Magn.,703000.0,18700000.0,2011,19403000.0,hobo with a shotgun
Tabloid,IFC,697000.0,18700000.0,2011,19397000.0,tabloid
Dhobi Ghat (Mumbai Diaries),UTV,577000.0,102000.0,2011,679000.0,dhobi ghat
Aarakshan (Reservation),Relbig.,651000.0,18700000.0,2011,19351000.0,aarakshan
POM Wonderful Presents: The Greatest Movie Ever Sold,SPC,638000.0,18700000.0,2011,19338000.0,pom wonderful presents the greatest movie ever sold
