id,release_date,movie,production_budget,domestic_gross,worldwide_gross,profit_ratio,profit,year,title_norm,month
4,1999-05-19,Star Wars Ep. I: The Phantom Menace,115000000.0,474544677.0,1027044677.0,8.930823278260869,912044677.0,1999,star wars ep i the phantom menace,5
5,2005-05-19,Star Wars Ep. III: Revenge of the Sith,115000000.0,380270577.0,848998877.0,7.382598930434782,733998877.0,2005,star wars ep iii revenge of the sith,5
6,2002-05-16,Star Wars Ep. II: Attack of the Clones,115000000.0,310676740.0,656695615.0,5.710396652173913,541695615.0,2002,star wars ep ii attack of the clones,5
7,2001-11-02,"Monsters, Inc.",115000000.0,289423425.0,559757719.0,4.867458426086957,444757719.0,2001,monsters inc,11
8,2013-07-26,The Wolverine,115000000.0,132556852.0,416456852.0,3.6213639304347827,301456852.0,2013,the wolverine,7
9,1997-02-07,Dante's Peak,115000000.0,67163857.0,178200000.0,1.5495652173913044,63200000.0,1997,dantes peak,2
10,2016-04-22,The Huntsman: Winterâs War,115000000.0,48003015.0,165149302.0,1.4360808869565218,50149302.0,2016,the huntsman winters war,4
11,2002-06-14,Windtalkers,115000000.0,40914068.0,77628265.0,0.6750283913043478,-37371735.0,2002,windtalkers,6
12,2008-07-04,AstÃ©rix aux Jeux Olympiques,113500000.0,999811.0,132999811.0,1.171804502202643,19499811.0,2008,astrix aux jeux olympiques,7
13,2010-12-25,Gulliver's Travels,112000000.0,42779261.0,232017848.0,2.0715879285714287,120017848.0,2010,gullivers travels,12
14,2017-12-15,Ferdinand,111000000.0,84410380.0,289847930.0,2.6112426126126125,178847930.0,2017,ferdinand,12
15,2018-05-18,Deadpool 2,110000000.0,324591735.0,786680557.0,7.151641427272727,676680557.0,2018,deadpool 2,5
16,2013-10-04,Gravity,110000000.0,274092705.0,693698673.0,6.306351572727273,583698673.0,2013,gravity,10
17,2006-12-22,Night at the Museum,110000000.0,250863268.0,579446407.0,5.267694609090909,469446407.0,2006,night at the museum,12
18,2005-06-10,Mr. and Mrs. Smith,110000000.0,186336279.0,486124090.0,4.419309909090909,376124090.0,2005,mr and mrs smith,6
19,2015-05-29,San Andreas,110000000.0,155190832.0,456258539.0,4.1478049,346258539.0,2015,san andreas,5
20,2011-07-29,The Smurfs,110000000.0,142614158.0,563749323.0,5.124993845454545,453749323.0,2011,the smurfs,7
21,2007-06-27,Live Free or Die Hard,110000000.0,134529403.0,382288147.0,3.4753467909090907,272288147.0,2007,live free or die hard,6
22,2015-03-20,The Divergent Series: Insurgent,110000000.0,130179072.0,295075882.0,2.682508018181818,185075882.0,2015,the divergent series insurgent,3
23,2004-12-10,Ocean's Twelve,110000000.0,125531634.0,362989076.0,3.299900690909091,252989076.0,2004,oceans twelve,12
24,1997-12-19,Tomorrow Never Dies,110000000.0,125304276.0,339504276.0,3.086402509090909,229504276.0,1997,tomorrow never dies,12
25,2000-06-28,The Patriot,110000000.0,113330342.0,215300000.0,1.9572727272727273,105300000.0,2000,the patriot,6
26,2014-03-07,300: Rise of an Empire,110000000.0,106580051.0,330780051.0,3.0070913727272726,220780051.0,2014,300 rise of an empire,3
27,2004-12-17,The Aviator,110000000.0,102608827.0,208370892.0,1.8942808363636363,98370892.0,2004,the aviator,12
28,2016-12-21,Passengers,110000000.0,100014699.0,302239672.0,2.747633381818182,192239672.0,2016,passengers,12
29,2011-01-14,The Green Hornet,110000000.0,98780042.0,229155503.0,2.0832318454545455,119155503.0,2011,the green hornet,1
30,2016-09-30,Miss Peregrineâs Home for Peculiar Children,110000000.0,87242834.0,295986876.0,2.690789781818182,185986876.0,2016,miss peregrines home for peculiar children,9
31,2011-10-07,Real Steel,110000000.0,85463309.0,263880341.0,2.398912190909091,153880341.0,2011,real steel,10
32,2010-06-11,The A-Team,110000000.0,77222099.0,177241171.0,1.6112833727272726,67241171.0,2010,the ateam,6
33,2013-07-31,The Smurfs 2,110000000.0,71017784.0,348547523.0,3.1686138454545456,238547523.0,2013,the smurfs 2,7
34,2016-03-18,The Divergent Series: Allegiant,110000000.0,66184051.0,172022517.0,1.5638410636363635,62022517.0,2016,the divergent series allegiant,3
35,2009-06-12,The Taking of Pelham 123,110000000.0,65452312.0,152364370.0,1.3851306363636364,42364370.0,2009,the taking of pelham 123,6
36,2013-11-01,Ender's Game,110000000.0,61737191.0,127983283.0,1.1634843909090908,17983283.0,2013,enders game,11
37,2004-04-02,Home on the Range,110000000.0,50026353.0,76482461.0,0.6952951,-33517539.0,2004,home on the range,4
38,1997-06-13,Speed 2: Cruise Control,110000000.0,48097081.0,150468000.0,1.367890909090909,40468000.0,1997,speed 2 cruise control,6
39,2005-05-06,Kingdom of Heaven,110000000.0,47398413.0,218853353.0,1.9895759363636363,108853353.0,2005,kingdom of heaven,5
40,2017-03-31,Ghost in the Shell,110000000.0,40563557.0,167910690.0,1.5264608181818182,57910690.0,2017,ghost in the shell,3
41,2004-06-16,Around the World in 80 Days,110000000.0,24004159.0,72004159.0,0.6545832636363637,-37995841.0,2004,around the world in 80 days,6
42,2019-06-14,Men in Black: International,110000000.0,3100000.0,3100000.0,0.028181818181818183,-106900000.0,2019,men in black international,6
43,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,109000000.0,315544750.0,887210985.0,8.139550321100918,778210985.0,2001,the lord of the rings the fellowship of the ring,12
44,2003-11-21,The Cat in the Hat,109000000.0,101018283.0,133818283.0,1.2276906697247707,24818283.0,2003,the cat in the hat,11
45,2001-12-25,Ali,109000000.0,58183966.0,87683966.0,0.8044400550458716,-21316034.0,2001,ali,12
46,2015-10-02,The Martian,108000000.0,228433663.0,655271443.0,6.067328175925926,547271443.0,2015,the martian,10
47,2016-11-23,Allied,106000000.0,40098064.0,119266661.0,1.125157179245283,13266661.0,2016,allied,11
48,2004-07-16,"I, Robot",105000000.0,144801023.0,348629585.0,3.320281761904762,243629585.0,2004,i robot,7
49,1999-12-17,Stuart Little,105000000.0,140015224.0,298815224.0,2.845859276190476,193815224.0,1999,stuart little,12
50,2009-11-25,The Princess and the Frog,105000000.0,104400899.0,270997378.0,2.5809274095238095,165997378.0,2009,the princess and the frog,11
51,2008-03-07,"10,000 B.C.",105000000.0,94784201.0,269065678.0,2.5625302666666667,164065678.0,2008,10000 bc,3
52,2016-07-22,Ice Age: Collision Course,105000000.0,64063008.0,402156682.0,3.830063638095238,297156682.0,2016,ice age collision course,7
53,2001-04-27,Town & Country,105000000.0,6712451.0,10364769.0,0.09871208571428572,-94635231.0,2001,town country,4
54,2017-09-22,Kingsman: The Golden Circle,104000000.0,100234838.0,408803696.0,3.930804769230769,304803696.0,2017,kingsman the golden circle,9
55,2000-06-09,Gone in 60 Seconds,103300000.0,101643008.0,232643008.0,2.252110435624395,129343008.0,2000,gone in 60 seconds,6
56,2000-05-05,Gladiator,103000000.0,187683805.0,457683805.0,4.443532087378641,354683805.0,2000,gladiator,5
57,2013-05-23,The Hangover 3,103000000.0,112200072.0,362000072.0,3.514563805825243,259000072.0,2013,the hangover 3,5
58,2018-03-09,A Wrinkle in Time,103000000.0,100478608.0,133401882.0,1.2951639029126214,30401882.0,2018,a wrinkle in time,3
59,2009-07-01,Public Enemies,102500000.0,97104620.0,212282709.0,2.071050819512195,109782709.0,2009,public enemies,7
60,2006-11-17,Casino Royale,102000000.0,167365000.0,594420283.0,5.827649833333333,492420283.0,2006,casino royale,11
61,2002-06-21,Minority Report,102000000.0,132024714.0,358824714.0,3.5178893529411766,256824714.0,2002,minority report,6
62,2018-12-21,Bumblebee,102000000.0,127195589.0,465195589.0,4.5607410686274505,363195589.0,2018,bumblebee,12
